"cell_type"	"negative_fraction"	"long_method"	"dataset"	"dataset2"	"ndim"
"Colon_Epithelial_Cell_1"	0.0125215889464594	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	30
"Ductal_Cell_Pancreatic"	0.420704845814978	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	30
"Luteal_Cell_Ovarian"	0.999325918436131	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	30
"Mammary_Epithelial"	0.00312825860271116	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	30
"Parietal_Cell"	0	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	30
"Peripheral_Nerve_Stromal"	0.0244648318042813	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	30
"Small_Intestinal_Enterocyte"	0.000934579439252336	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	30
"Smooth_Muscle_Uterine"	0	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	30
"Vascular_Smooth_Muscle_2"	0.0414110429447853	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	30
"Alveolar_Type_1_Cell"	0.00563380281690141	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	50
"Colon_Epithelial_Cell_1"	0.615284974093264	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	50
"Ductal_Cell_Pancreatic"	0.997797356828194	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	50
"Luteal_Cell_Ovarian"	1	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	50
"Mammary_Epithelial"	0	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	50
"Parietal_Cell"	0.000965250965250965	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	50
"Peripheral_Nerve_Stromal"	0.0581039755351682	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	50
"Small_Intestinal_Enterocyte"	0.00233644859813084	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	50
"Smooth_Muscle_Uterine"	0.050764192139738	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	50
"Vascular_Smooth_Muscle_2"	0.278629856850716	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	50
"Alveolar_Type_1_Cell"	0.0253521126760563	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	100
"Colon_Epithelial_Cell_1"	1	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	100
"Ductal_Cell_Pancreatic"	1	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	100
"Luteal_Cell_Ovarian"	1	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	100
"Mammary_Epithelial"	0	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	100
"Parietal_Cell"	0.244208494208494	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	100
"Peripheral_Nerve_Stromal"	0.342507645259939	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	100
"Small_Intestinal_Enterocyte"	0.272429906542056	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	100
"Smooth_Muscle_Uterine"	0.962882096069869	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	100
"Vascular_Smooth_Muscle_2"	0.982106339468303	"SnapATAC2_cosine"	"human adult atlas subset2"	"candidate2"	100
"CLP"	0.102564102564103	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"CMP"	0.99800796812749	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"GMP"	0.972222222222222	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"HSC"	0.737752161383285	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"LMPP"	0.16875	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"MEP"	1	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"MPP"	0.028169014084507	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"mono"	0.125	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"pDC"	0.735294117647059	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"CLP"	0.102564102564103	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"CMP"	1	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"GMP"	1	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"HSC"	0.867435158501441	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"LMPP"	0.3625	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"MEP"	1	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"MPP"	0	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"mono"	0.125	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"pDC"	1	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"CLP"	0.0512820512820513	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"CMP"	1	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"GMP"	1	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"HSC"	1	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"LMPP"	0.8	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"MEP"	1	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"MPP"	0	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"mono"	0.25	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"pDC"	1	"Signac_by_cluster_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"CLP"	0.102564102564103	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"CMP"	1	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"GMP"	0.990740740740741	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"HSC"	0.743515850144092	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"LMPP"	0.19375	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"MEP"	1	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"MPP"	0.0211267605633803	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"mono"	0.125	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"pDC"	0.382352941176471	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"CLP"	0.0897435897435897	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"CMP"	1	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"GMP"	1	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"HSC"	0.893371757925072	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"LMPP"	0.3875	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"MEP"	1	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"MPP"	0	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"mono"	0.125	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"pDC"	1	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"CLP"	0.0256410256410256	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"CMP"	1	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"GMP"	1	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"HSC"	1	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"LMPP"	0.9	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"MEP"	1	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"MPP"	0	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"mono"	0.140625	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"pDC"	1	"Signac_all_cell_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"CLP"	0.0769230769230769	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"CMP"	0.756	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"GMP"	0.269767441860465	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"HSC"	0.605187319884726	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"LMPP"	0.18125	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"MEP"	0.167883211678832	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"MPP"	0.0845070422535211	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"mono"	0.078125	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"pDC"	0.117647058823529	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	30
"CLP"	0.0769230769230769	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"CMP"	0.92	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"GMP"	0.511627906976744	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"HSC"	0.795389048991354	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"LMPP"	0.38125	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"MEP"	0.211678832116788	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"MPP"	0.028169014084507	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"mono"	0.109375	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"pDC"	0.205882352941176	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	50
"CLP"	0.0769230769230769	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"CMP"	0.98	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"GMP"	0.958139534883721	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"HSC"	0.994236311239193	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"LMPP"	0.95625	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"MEP"	0.182481751824818	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"MPP"	0.00704225352112676	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"mono"	0.234375	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"pDC"	0.220588235294118	"ArchR_peaks"	"Buenrostro2018"	"Buenrostro_2018"	100
"CLP"	0.0897435897435897	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	30
"CMP"	0.682	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	30
"GMP"	0.241860465116279	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	30
"HSC"	0.61671469740634	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	30
"LMPP"	0.2625	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	30
"MEP"	0.153284671532847	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	30
"MPP"	0.0915492957746479	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	30
"mono"	0.09375	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	30
"pDC"	0.117647058823529	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	30
"CLP"	0.115384615384615	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	50
"CMP"	0.87	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	50
"GMP"	0.558139534883721	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	50
"HSC"	0.780979827089337	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	50
"LMPP"	0.5125	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	50
"MEP"	0.131386861313869	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	50
"MPP"	0.0422535211267606	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	50
"mono"	0.109375	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	50
"pDC"	0.132352941176471	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	50
"CLP"	0.461538461538462	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	100
"CMP"	0.978	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	100
"GMP"	0.948837209302326	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	100
"HSC"	0.99135446685879	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	100
"LMPP"	0.83125	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	100
"MEP"	0.182481751824818	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	100
"MPP"	0.00704225352112676	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	100
"mono"	0.40625	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	100
"pDC"	0.25	"ArchR_tiles"	"Buenrostro2018"	"Buenrostro_2018"	100
"CLP"	0.179487179487179	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	30
"CMP"	1	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	30
"GMP"	0.0462962962962963	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	30
"HSC"	0.069164265129683	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	30
"LMPP"	0.375	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	30
"MEP"	0.0217391304347826	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	30
"MPP"	0.908450704225352	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	30
"mono"	0	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	30
"pDC"	0	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	30
"CLP"	0.294871794871795	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	50
"CMP"	1	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	50
"GMP"	0.0462962962962963	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	50
"HSC"	0.61671469740634	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	50
"LMPP"	0.6875	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	50
"MEP"	0.0797101449275362	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	50
"MPP"	1	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	50
"mono"	0	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	50
"pDC"	0	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	50
"CLP"	1	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	100
"CMP"	1	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	100
"GMP"	0.152777777777778	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	100
"HSC"	1	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	100
"LMPP"	0.98125	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	100
"MEP"	0.463768115942029	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	100
"MPP"	1	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	100
"mono"	0	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	100
"pDC"	0	"SnapATAC1"	"Buenrostro2018"	"Buenrostro_2018"	100
"CLP"	0.0256410256410256	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	30
"CMP"	0.930278884462151	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	30
"GMP"	0.208333333333333	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	30
"HSC"	0.0864553314121038	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	30
"LMPP"	0.0375	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	30
"MEP"	0.0072463768115942	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	30
"MPP"	0.767605633802817	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	30
"mono"	0	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	30
"pDC"	0	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	30
"CLP"	0.0384615384615385	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	50
"CMP"	0.9800796812749	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	50
"GMP"	0.194444444444444	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	50
"HSC"	0.069164265129683	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	50
"LMPP"	0.06875	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	50
"MEP"	0	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	50
"MPP"	0.845070422535211	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	50
"mono"	0	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	50
"pDC"	0	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	50
"CLP"	0.0897435897435897	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	100
"CMP"	0.98804780876494	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	100
"GMP"	0.194444444444444	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	100
"HSC"	0.0461095100864553	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	100
"LMPP"	0.05625	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	100
"MEP"	0.0072463768115942	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	100
"MPP"	0.845070422535211	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	100
"mono"	0	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	100
"pDC"	0	"aggregation"	"Buenrostro2018"	"Buenrostro_2018"	100
"CLP"	0.217948717948718	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	30
"CMP"	1	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	30
"GMP"	0.12037037037037	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	30
"HSC"	0.0288184438040346	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	30
"LMPP"	0.09375	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	30
"MEP"	0.0217391304347826	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	30
"MPP"	0.936619718309859	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	30
"mono"	0	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	30
"pDC"	0	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	30
"CLP"	0.666666666666667	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	50
"CMP"	1	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	50
"GMP"	0.0833333333333333	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	50
"HSC"	0.23342939481268	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	50
"LMPP"	0.16875	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	50
"MEP"	0.0434782608695652	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	50
"MPP"	1	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	50
"mono"	0	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	50
"pDC"	0	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	50
"CLP"	1	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	100
"CMP"	1	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	100
"GMP"	0.0509259259259259	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	100
"HSC"	1	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	100
"LMPP"	0.65	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	100
"MEP"	0.108695652173913	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	100
"MPP"	1	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	100
"mono"	0.015625	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	100
"pDC"	0	"SnapATAC2_jaccard"	"Buenrostro2018"	"Buenrostro_2018"	100
"CLP"	0.102564102564103	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	30
"CMP"	1	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	30
"GMP"	0.0648148148148148	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	30
"HSC"	0.0201729106628242	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	30
"LMPP"	0.28125	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	30
"MEP"	0.528985507246377	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	30
"MPP"	0.76056338028169	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	30
"mono"	0	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	30
"pDC"	0	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	30
"CLP"	0.217948717948718	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	50
"CMP"	1	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	50
"GMP"	0.0231481481481481	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	50
"HSC"	0.0172910662824208	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	50
"LMPP"	0.5875	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	50
"MEP"	0.971014492753623	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	50
"MPP"	0.929577464788732	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	50
"mono"	0	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	50
"pDC"	0	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	50
"CLP"	0.897435897435897	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	100
"CMP"	1	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	100
"GMP"	0.00925925925925926	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	100
"HSC"	0.884726224783862	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	100
"LMPP"	0.95	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	100
"MEP"	1	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	100
"MPP"	1	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	100
"mono"	0	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	100
"pDC"	0.0735294117647059	"SnapATAC2_cosine"	"Buenrostro2018"	"Buenrostro_2018"	100
"Astro"	0.986666666666667	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	30
"L2/3 IT"	0.901730103806228	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	30
"L4_1"	0.457034938621341	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	30
"L4_2"	0.805755395683453	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	30
"L5 PT"	1	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	30
"L5/6 IT"	0.994244604316547	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	30
"L6 CT"	0.721141374837873	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	30
"L6 IT"	1	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	30
"NP"	0	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	30
"Oligo"	1	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	30
"Pvalb"	0.73394495412844	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	30
"Sst"	0.91578947368421	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	30
"Vip/Lamp5"	0.55	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	30
"Astro"	0.986666666666667	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	50
"L2/3 IT"	1	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	50
"L4_1"	0.813975448536355	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	50
"L4_2"	0.992805755395683	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	50
"L5 PT"	1	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	50
"L5/6 IT"	1	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	50
"L6 CT"	0.88715953307393	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	50
"L6 IT"	1	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	50
"NP"	0	"Signac_by_cluster_peaks"	"Chen2019"	"Chen_2019"	50
